DateTime,PairID,PairName,Open,High,Low,Close,Volume,Spread,Return,SMA20,SMA50,EMA20,EMA50,RSI,MACD,MACDSignal,BBUpper,BBLower,Signal
2023-01-02 20:00:00,1,EUR/USD,1.07749,1.07749,1.07651,1.07719,8613,1.3,0.0017669651907856,1.0756715,,1.076432269514337,1.0770645987727,52.10923754916732,-0.0003824487937049,-0.0006475621587668,1.078109386584731,1.073233613415269,HOLD
2023-01-02 21:00:00,1,EUR/USD,1.07823,1.0787,1.07761,1.0783,7600,0.9,0.0010304588791205,1.0757445,,1.076611947784184,1.077122190149707,56.738269420833255,-0.0001968061398509,-0.0005574109549837,1.07839604652986,1.07309295347014,HOLD
2023-01-02 22:00:00,1,EUR/USD,1.0744,1.07536,1.0744,1.07481,6742,1.6,-0.0032365760919966,1.0757295,,1.076438764728113,1.0770151934871448,42.74762929130898,-0.0003275213695681,-0.0005114330379005,1.0783985708121016,1.0730604291878985,HOLD
2023-01-02 23:00:00,1,EUR/USD,1.07329,1.07334,1.07302,1.07327,9643,1.8,-0.0014328113806162,1.0757085,,1.076134483464939,1.0768430994265414,38.26398015105977,-0.0005490501521723,-0.0005189564607549,1.0784471294017286,1.072969870598271,SELL
2023-01-03 00:00:00,1,EUR/USD,1.07202,1.07246,1.07202,1.07222,3086,1.9,-0.0009783185964389,1.075619,,1.075758890042708,1.0766320861864844,35.52782062219745,-0.000800116290655,-0.0005751884267349,1.0786726856419764,1.0725653143580238,SELL
2023-01-03 01:00:00,1,EUR/USD,1.07161,1.07282,1.07112,1.0718,8566,1.5,-0.0003917106563949,1.0754735,1.07753,1.0753793059286578,1.0764129426703175,34.46615255954141,-0.0010212066693446,-0.0006643920752569,1.0789364483103292,1.0720105516896707,SELL
2023-01-03 02:00:00,1,EUR/USD,1.07144,1.07196,1.07144,1.07164,2686,1.8,-0.0001492815823849,1.075276,1.077352,1.0750210063710557,1.0761978015330829,34.04872946633891,-0.0011955514769295,-0.0007706239555914,1.079119490080645,1.0714325099193556,SELL
2023-01-03 03:00:00,1,EUR/USD,1.07142,1.07145,1.07092,1.07111,6162,1.9,-0.000494569071703,1.0750955,1.0771686,1.0746464723802265,1.0759698040279373,32.63861005219852,-0.0013608010956707,-0.0008886593836072,1.0793441914456114,1.0708468085543883,SELL
2023-01-03 04:00:00,1,EUR/USD,1.0718,1.07232,1.07154,1.07198,4331,2.0,0.0008122415064746,1.074973,1.0769974,1.074391254307352,1.0757920057399275,37.23385339308566,-0.0014053607559874,-0.0009919996580833,1.0794276654195365,1.0705183345804636,SELL
2023-01-03 05:00:00,1,EUR/USD,1.07242,1.0736,1.07198,1.07264,5329,1.9,0.0006156831284167,1.0748574999999998,1.0768326,1.0742237148800755,1.0756522895229954,40.54728877399366,-0.001371607090925,-0.0010679211446516,1.079426871400971,1.0702881285990289,SELL
2023-01-03 06:00:00,1,EUR/USD,1.07267,1.07299,1.07196,1.0724,5725,1.2,-0.0002237470167064,1.074754,1.0766745999999998,1.074049318293692,1.075508861096968,39.72602968169911,-0.0013486763608514,-0.0011240721878916,1.0794459224205024,1.0700620775794976,SELL
2023-01-03 07:00:00,1,EUR/USD,1.07234,1.07255,1.07197,1.07243,2193,1.9,2.797463632964181e-05,1.074631,1.0765236,1.0738945277785323,1.075373741066348,39.88992266240256,-0.0013129479955704,-0.0011618473494273,1.0794299703062231,1.0698320296937769,SELL
2023-01-03 08:00:00,1,EUR/USD,1.0732,1.0732,1.07209,1.07253,1802,1.6,9.324617923778256e-05,1.074455,1.0763568,1.073764138544638,1.0752495197978658,40.47098493657388,-0.0012620161082923,-0.0011818811012003,1.0792909425141344,1.0696190574858655,SELL
2023-01-03 09:00:00,1,EUR/USD,1.071,1.07164,1.07087,1.07123,2967,1.5,-0.0012120873075812,1.0741865000000002,1.0761598,1.0735220626576678,1.0750747185382352,35.64679970956469,-0.001311433961755,-0.0012077916733113,1.0791117300453903,1.06926126995461,SELL
2023-01-03 10:00:00,1,EUR/USD,1.07217,1.07235,1.07183,1.07227,3664,1.5,0.0009708465969027,1.0739185,1.0759936,1.073402492648527,1.0749532655681866,41.6401421959642,-0.0012522435738779,-0.0012166820534246,1.078644349235853,1.069192650764147,SELL
2023-01-03 11:00:00,1,EUR/USD,1.07185,1.0719,1.07156,1.07167,4611,0.9,-0.0005595605584415,1.0736335,1.0758236,1.0732370853930393,1.0748116687973093,39.3625063718374,-0.0012394620041866,-0.001221238043577,1.0781763329267111,1.0690906670732885,SELL
2023-01-03 12:00:00,1,EUR/USD,1.07005,1.07087,1.06973,1.07012,3482,1.3,-0.0014463407578825,1.073296,1.0756408,1.0729395561875283,1.0746101203686096,34.16371590320982,-0.0013389697543806,-0.0012447843857377,1.0778298345801334,1.068762165419867,SELL
2023-01-03 13:00:00,1,EUR/USD,1.07148,1.07186,1.07148,1.0717,2909,0.9,0.0014764699286062,1.073001,1.0754936,1.0728212643912836,1.0744855713104997,42.50041878917289,-0.0012756328663061,-0.0012509540818514,1.0771255746447377,1.0688764253552625,SELL
2023-01-03 14:00:00,1,EUR/USD,1.07253,1.07253,1.07176,1.07204,2823,1.1,0.0003172529625827,1.072832,1.0753454,1.0727467220942275,1.074381277971931,44.13964620390177,-0.001184350314495,-0.0012376333283801,1.076821017924253,1.068842982075747,HOLD
2023-01-03 15:00:00,1,EUR/USD,1.07249,1.07266,1.07223,1.07247,4874,2.0,0.0004011044364016,1.072691,1.075172,1.0727203239807432,1.074300048624503,46.22754115849565,-0.0010650337817141,-0.0012031134190469,1.0765186096979724,1.0688633903020277,HOLD
2023-01-03 16:00:00,1,EUR/USD,1.07274,1.07299,1.07256,1.07258,6158,1.3,0.0001025669715704,1.0724605,1.0750056,1.0727069397786313,1.0742271858332515,46.775596829472576,-0.0009506401018235,-0.0011526187556022,1.0756842150928725,1.0692367849071278,HOLD
2023-01-03 17:00:00,1,EUR/USD,1.07357,1.07425,1.07263,1.07361,4856,1.5,0.0009603013295045,1.072226,1.0748706,1.0727930620283928,1.074201123263918,51.7360035105001,-0.0007680166762475,-0.0010756983397313,1.074127761288914,1.0703242387110858,HOLD
2023-01-03 18:00:00,1,EUR/USD,1.07253,1.07303,1.07156,1.0727,2039,2.0,-0.000847607604251,1.0721205,1.0747152000000002,1.0727841881159732,1.074137924099346,47.52204321361047,-0.0006887759106111,-0.0009983138539073,1.073631029377408,1.070609970622592,HOLD
2023-01-03 19:00:00,1,EUR/USD,1.07305,1.07389,1.07267,1.07287,4842,1.0,0.0001584786053883,1.0721005,1.074595,1.0727923697372743,1.074084696502487,48.368116039216105,-0.0006052821379831,-0.0009197075107224,1.0735593279542197,1.0706416720457803,HOLD
2023-01-03 20:00:00,1,EUR/USD,1.0713,1.07243,1.07082,1.07145,1265,2.0,-0.001323552713749,1.072062,1.0744497999999998,1.0726643967716547,1.0739743965619084,42.24182520316711,-0.000646245340192,-0.0008650150766163,1.0735465955678274,1.0705774044321728,HOLD
2023-01-03 21:00:00,1,EUR/USD,1.07211,1.07305,1.07211,1.0729,1899,1.1,0.0013533062672079,1.072117,1.0743352,1.0726868555347997,1.073929536434748,49.30311528570263,-0.0005553048822055,-0.0008030730377342,1.073639709427308,1.070594290572692,HOLD
2023-01-03 22:00:00,1,EUR/USD,1.07311,1.07311,1.07266,1.07291,1747,1.9,9.320533134626883e-06,1.0721805,1.0742196,1.0727081248343495,1.0738870746979945,49.3491064479375,-0.0004769292540711,-0.0007378442810016,1.0737241252783665,1.0706368747216335,HOLD
2023-01-03 23:00:00,1,EUR/USD,1.07309,1.07349,1.07247,1.07275,6442,1.2,-0.0001491271402074,1.0722625,1.074126,1.0727121159071908,1.0738398326294405,48.58958340696731,-0.0004228522889624,-0.0006748458825937,1.0737428901512818,1.0707821098487185,HOLD
2023-01-04 00:00:00,1,EUR/USD,1.07315,1.07351,1.07228,1.07311,5375,1.5,0.0003355861104636,1.072319,1.0740092,1.0727500350906043,1.0738095807836845,50.43790902039412,-0.0003469475181339,-0.0006092662097018,1.0738377086619928,1.0708002913380072,HOLD
2023-01-04 01:00:00,1,EUR/USD,1.07285,1.07373,1.07285,1.07318,2605,0.8,6.52309642068527e-05,1.072346,1.0739062,1.0727910090208204,1.073783542603415,50.80824837773432,-0.0002779401048849,-0.0005430009887384,1.0739052357102157,1.0707867642897844,HOLD
2023-01-04 02:00:00,1,EUR/USD,1.07409,1.07461,1.07336,1.07387,5060,1.3,0.0006429489927133,1.0724195,1.0738398,1.0728938265784007,1.073787110661655,54.42341071464751,-0.0001656643240788,-0.0004675336558065,1.0741146516156417,1.0707243483843587,HOLD
2023-01-04 03:00:00,1,EUR/USD,1.07205,1.07246,1.07191,1.07199,1006,1.7,-0.0017506774563029,1.0723975,1.0737428,1.072807705029505,1.0737130967201494,44.76935508903995,-0.0002257825661926,-0.0004191834378837,1.0741029251669338,1.070692074833066,HOLD
2023-01-04 04:00:00,1,EUR/USD,1.07371,1.07447,1.07282,1.07373,3612,1.4,0.0016231494696778,1.0724575,1.0737152,1.0728955821840036,1.073713791512914,53.06738306379348,-0.000131507313533,-0.0003616482130136,1.0742590756992176,1.0706559243007825,HOLD
2023-01-04 05:00:00,1,EUR/USD,1.07366,1.0743,1.07292,1.0737,2870,1.0,-2.7939984912350724e-05,1.072581,1.0737154,1.0729722246038922,1.0737132256947357,52.919754874202575,-5.853943964284625e-05,-0.0003010264583394,1.0743676381838556,1.0707943618161444,HOLD
2023-01-04 06:00:00,1,EUR/USD,1.07375,1.07459,1.07375,1.07409,2888,1.6,0.0003632299525004,1.072672,1.0737169999999998,1.073078718626035,1.073728655502912,54.68463471779931,3.0407349754124624e-05,-0.0002347396967207,1.0745680548515302,1.07077594514847,HOLD
2023-01-04 07:00:00,1,EUR/USD,1.07485,1.07536,1.07485,1.07512,2254,0.9,0.0009589512983083,1.0728445,1.0737252000000002,1.073273191180086,1.0737855356010964,59.0506090269695,0.0001819137249254,-0.0001514090123914,1.0749596215095143,1.0707293784904857,HOLD
2023-01-04 08:00:00,1,EUR/USD,1.07461,1.07556,1.07461,1.075,7961,0.8,-0.000111615447578,1.0730885,1.0737134,1.0734376987609984,1.073835102031824,58.34531471369319,0.0002889695604595,-6.333329782128566e-05,1.0750068980296097,1.0711701019703903,HOLD
2023-01-04 09:00:00,1,EUR/USD,1.07531,1.07531,1.07439,1.07504,2185,1.7,3.720930232553599e-05,1.0732555,1.0737198,1.073590340516673,1.0738841995797062,58.52314888171348,0.000372742997867,2.388196131638113e-05,1.075241646772021,1.071269353227979,HOLD
2023-01-04 10:00:00,1,EUR/USD,1.07373,1.07478,1.07373,1.07447,1397,1.4,-0.0005302128292899,1.0733770000000002,1.0737206,1.0736741382917214,1.0739080334247626,54.92467470044544,0.0003886595884527,9.683748674366489e-05,1.0753481022297209,1.0714058977702796,HOLD
2023-01-04 11:00:00,1,EUR/USD,1.07595,1.07639,1.07541,1.07594,4838,1.4,0.0013681163736538,1.0735505,1.0737404000000002,1.073889982842202,1.0739905845381663,61.499500256944586,0.000513965639898,0.0001802631173745,1.0757672767140625,1.0713337232859377,HOLD
2023-01-04 12:00:00,1,EUR/USD,1.07586,1.07631,1.07493,1.0758,2042,0.8,-0.0001301187798574,1.0737115,1.073767,1.074071925996172,1.0740639907003322,60.593009721182064,0.0005951146472706,0.0002632334233537,1.076085124022462,1.0713378759775378,HOLD
2023-01-04 13:00:00,1,EUR/USD,1.07402,1.07484,1.07392,1.07427,2501,1.9,-0.0014221974344673,1.0737445,1.0737546,1.074090793635812,1.074072336994958,51.63548480376803,0.0005298597140468,0.0003165586814923,1.0761298844553886,1.0713591155446116,HOLD
2023-01-04 14:00:00,1,EUR/USD,1.07656,1.07656,1.07608,1.07608,3098,1.5,0.0016848650711644,1.0739135000000002,1.0737552,1.074280273197222,1.0741535703042475,59.30069874119922,0.0006170832311616,0.0003766635914262,1.0764528957942805,1.07137410420572,BUY
2023-01-04 15:00:00,1,EUR/USD,1.07503,1.07539,1.0743,1.07515,2134,1.2,-0.0008642480113001,1.0740275,1.0737262,1.0743631167171797,1.0741938372995143,54.51948414335565,0.0006042004228479,0.0004221709577105,1.0765739789415991,1.0714810210584007,BUY
2023-01-04 16:00:00,1,EUR/USD,1.07633,1.07718,1.0754,1.07615,2153,1.0,0.0009301027763566,1.0742625,1.0736966,1.0745333191193829,1.0742727939302237,58.40313976070503,0.0006669936593788,0.0004711354980442,1.0766782721332957,1.0718467278667043,BUY
2023-01-04 17:00:00,1,EUR/USD,1.07482,1.07607,1.07482,1.07563,4197,2.0,-0.0004832040143101,1.074399,1.0736618,1.0746377777122846,1.0743275120836533,55.73779647493275,0.0006671080907418,0.0005103300165837,1.0767998656772106,1.0719981343227896,BUY
2023-01-04 18:00:00,1,EUR/USD,1.07561,1.07586,1.07506,1.07537,3829,1.9,-0.000241718806653,1.074522,1.0736318,1.0747075208972634,1.0743694955933467,54.40096023517901,0.0006388546327986,0.0005360349398267,1.0768562630528729,1.072187736947127,BUY
2023-01-04 19:00:00,1,EUR/USD,1.07462,1.07542,1.07345,1.07432,2036,1.0,-0.0009764081199958,1.0746005,1.0735662,1.0746706104442585,1.0743675043902638,49.26236610274184,0.0005256776542641,0.0005339634827142,1.0767923711184757,1.0724086288815244,HOLD
2023-01-04 20:00:00,1,EUR/USD,1.07351,1.07447,1.07262,1.0735,3394,1.1,-0.0007632735125474,1.07462,1.0735278,1.074559113620582,1.074332640129957,45.63690560611285,0.0003656024983837,0.0005002912858481,1.0767649195789135,1.0724750804210863,HOLD
2023-01-04 21:00:00,1,EUR/USD,1.07342,1.07342,1.07238,1.07253,1332,0.9,-0.0009035863996272,1.0745875,1.0734726,1.074365848841622,1.0742602640183951,41.7250127337458,0.0001586421625983,0.0004319614611981,1.0768359116615975,1.0723390883384023,HOLD
2023-01-04 22:00:00,1,EUR/USD,1.07142,1.07181,1.07107,1.0716,4527,1.7,-0.0008671086123464,1.074474,1.0733608,1.0741024151034533,1.074153553962417,38.33241159217647,-7.950217071051036e-05,0.0003296687348164,1.0770597099605344,1.0718882900394655,HOLD
2023-01-04 23:00:00,1,EUR/USD,1.06983,1.07078,1.06909,1.07039,1778,1.9,-0.0011291526689064,1.074394,1.0732026,1.0737488280033651,1.074002723378327,34.41198638004346,-0.0003617006977107,0.0001913948483109,1.077354077026026,1.071433922973974,HOLD
2023-01-05 00:00:00,1,EUR/USD,1.07074,1.07111,1.07074,1.07079,5344,1.0,0.0003736955689046,1.074247,1.0731222,1.073467017729116,1.0738740789877437,36.716180265918624,-0.0005467656325661,4.376275213555567e-05,1.0775914288002597,1.0709025711997402,HOLD
2023-01-05 01:00:00,1,EUR/USD,1.07096,1.07138,1.07075,1.07106,2541,1.8,0.0002521502815677,1.0741150000000002,1.073078,1.0732377653365288,1.0737614902323984,38.29206345330781,-0.0006639901184777,-9.778782198710164e-05,1.0777326041795654,1.070497395820435,HOLD
2023-01-05 02:00:00,1,EUR/USD,1.07127,1.07249,1.07091,1.07137,5434,1.3,0.0002894328982503,1.073979,1.0730609999999998,1.0730598740713315,1.0736658847252845,40.13531518579966,-0.0007235364807332,-0.0002229375537363,1.0777895060031455,1.0701684939968543,HOLD
2023-01-05 03:00:00,1,EUR/USD,1.07127,1.0713,1.06974,1.07094,1955,1.4,-0.0004013552740882,1.07377,1.0730438,1.0728579722124858,1.0735569939445122,38.42095063513136,-0.0007962461778767,-0.0003375992785644,1.0777614859388462,1.069778514061154,HOLD
2023-01-05 04:00:00,1,EUR/USD,1.07058,1.0714,1.07058,1.07129,3353,0.9,0.0003268156946234,1.0735845000000002,1.0730368,1.072708635442388,1.0734665006252857,40.64338970705159,-0.0008162182063751,-0.0004333230641265,1.0776737320794996,1.0694952679205008,HOLD
2023-01-05 05:00:00,1,EUR/USD,1.07183,1.0722,1.07181,1.07211,2440,1.8,0.0007654323292476,1.073438,1.0730568,1.0726516204418115,1.0734123901489876,45.59729677108516,-0.000757151069656,-0.0004980886652324,1.0775180862735982,1.0693579137264015,HOLD
2023-01-05 06:00:00,1,EUR/USD,1.07287,1.07401,1.07269,1.07279,2369,1.1,0.0006342632752236,1.073354,1.073073,1.0726647998868246,1.073387579882828,49.37092005035848,-0.0006479998819739,-0.0005280709085807,1.0774147703702628,1.069293229629737,HOLD
2023-01-05 07:00:00,1,EUR/USD,1.07177,1.07269,1.07166,1.07188,4512,1.8,-0.0008482554833657,1.073151,1.0730578,1.0725900547854397,1.073327522270343,44.88401457825708,-0.0006276905482405,-0.0005479948365127,1.0770780951096204,1.0692239048903796,HOLD
2023-01-05 08:00:00,1,EUR/USD,1.07171,1.07211,1.07135,1.07159,4352,1.7,-0.0002705526738067,1.0729405,1.0730416,1.072494808872689,1.0732583474059758,43.52642047900303,-0.0006277594115746,-0.000563947751525,1.0767258320858286,1.069155167914171,SELL
2023-01-05 09:00:00,1,EUR/USD,1.07008,1.07134,1.07006,1.0706,3430,1.2,-0.000923860804972,1.072757,1.073005,1.0723143464280127,1.0731525754301237,39.1706868422833,-0.0006996337698954,-0.0005910849551991,1.076621728192254,1.0688922718077458,SELL
2023-01-05 10:00:00,1,EUR/USD,1.06868,1.0695,1.06835,1.0687,3428,1.4,-0.001774705772464,1.072388,1.0729284,1.0719701152670027,1.0729755150404323,32.45752841675416,-0.0008995395062449,-0.0006527758654083,1.0763218103665535,1.0684541896334463,SELL
2023-01-05 11:00:00,1,EUR/USD,1.06807,1.06807,1.06747,1.06749,4004,1.9,-0.0011322167118928,1.072005,1.0728536,1.071543428996441,1.0727574988841468,29.043753349436017,-0.0011424338637124,-0.0007507074650691,1.0762665091223655,1.0677434908776346,HOLD
2023-01-05 12:00:00,1,EUR/USD,1.06708,1.06708,1.06565,1.06665,6611,1.9,-0.000786892617261,1.07153,1.0727412,1.07107737961509,1.0725148907857798,26.92647680131252,-0.0013867250684098,-0.0008779109857373,1.0759523251802643,1.0671076748197352,HOLD
